flight_id,origin,destination,seats_total,seats_sold,avg_price,revenue,passenger_id,gender,age,country,frequent_flyer,tier,booking_id,passenger_id,flight_id,price,class,status,cancel_id,booking_id,reason,refund,passenger_id,points,flights_count,booking_date,Departure_Time,cancellation_date,season
161,TLV,BKK,217,91,944,85904,161,M,21,UK,0,,161,422,669,719,Economy,Completed,161,19334,Security,107,161,81671,7,30/05/2025,10:45:00,,Spring
162,TLV,BKK,283,283,977,276491,162,M,28,USA,0,,162,1122,3843,964,Business,Completed,162,15683,Technical,937,162,79914,20,17/02/2025,13:15:00,,Winter
163,TLV,IST,259,116,306,35496,163,M,53,Israel,1,Silver,163,1269,2751,635,Business,No-show,163,29011,Security,794,163,39452,18,16/04/2024,17:31:00,,Spring
164,TLV,ROM,298,216,474,102384,164,F,19,Israel,0,,164,5083,3054,450,Economy,Completed,164,11292,Weather,67,164,12455,29,29/08/2025,22:43:00,,Summer
165,TLV,LON,229,144,560,80640,165,M,27,France,1,,165,295,1460,1376,Economy,Completed,165,20710,Technical,586,165,7671,24,23/08/2024,22:34:00,,Summer
166,TLV,LON,164,164,487,79868,166,M,51,France,0,,166,6040,3256,1067,Business,Completed,166,524,Customer,877,166,26549,0,23/06/2024,22:51:00,,Summer
167,TLV,LON,229,100,615,61500,167,M,49,USA,1,Silver,167,32,1284,289,Economy,Completed,167,5130,Technical,269,167,90653,39,24/02/2024,20:54:00,,Winter
168,TLV,BKK,199,199,1014,201786,168,F,23,USA,1,Silver,168,26,91,741,Business,Completed,168,18030,Customer,166,168,15085,34,16/04/2025,03:09:00,,Spring
169,TLV,IST,224,224,294,65856,169,M,31,France,0,,169,6687,2849,747,Economy,Completed,169,14465,Security,379,169,2644,29,20/06/2025,20:48:00,,Summer
170,TLV,IST,226,93,275,25575,170,F,48,Israel,0,,170,1353,40,263,Economy,Completed,170,17645,Customer,384,170,43605,3,23/01/2024,23:28:00,,Winter
171,TLV,BKK,174,174,952,165648,171,F,72,France,0,,171,4837,3537,1418,Business,Completed,171,29820,Weather,850,171,82724,1,16/01/2025,23:20:00,,Winter
172,TLV,BKK,290,183,980,179340,172,F,63,USA,0,,172,5929,2477,746,Business,Cancelled,172,13288,Customer,212,172,71826,17,11/07/2024,21:46:00,,Summer
173,TLV,LON,280,280,493,138040,173,F,32,USA,0,,173,931,3353,846,Business,Completed,173,17064,Technical,809,173,41894,40,05/06/2025,10:32:00,,Summer
174,TLV,BKK,270,185,997,184445,174,F,24,Israel,1,,174,3146,3452,1454,Business,Cancelled,174,29395,Customer,479,174,1409,3,18/06/2024,10:27:00,,Summer
175,TLV,BKK,160,142,900,127800,175,M,70,France,1,Silver,175,5204,2088,323,Economy,Completed,175,547,Customer,221,175,48732,21,26/06/2025,16:12:00,,Summer
176,TLV,NYC,210,99,1224,121176,176,F,26,USA,1,Silver,176,5760,1162,747,Economy,Cancelled,176,12208,Technical,317,176,33934,36,17/10/2024,21:22:00,,Autumn
177,TLV,LON,202,145,531,76995,177,M,71,UK,0,,177,534,3461,1199,Economy,Completed,177,15437,Weather,449,177,5737,4,03/12/2025,23:02:00,,Winter
178,TLV,NYC,257,166,1155,191730,178,M,36,UK,0,,178,480,2050,1012,Business,Completed,178,4052,Customer,471,178,62676,11,01/06/2024,11:49:00,,Summer
179,TLV,BKK,206,132,933,123156,179,F,37,France,0,,179,7928,1201,107,Business,Completed,179,10639,Customer,561,179,51613,14,01/09/2024,23:54:00,,Autumn
180,TLV,IST,161,145,329,47705,180,M,21,France,1,,180,1686,722,509,Business,Completed,180,9352,Technical,396,180,11843,33,02/05/2024,10:48:00,,Spring
181,TLV,BKK,230,230,934,214820,181,F,53,UK,0,,181,6705,3542,1397,Economy,Completed,181,11781,Security,852,181,906,19,22/11/2025,05:17:00,,Autumn
182,TLV,PAR,268,134,547,73298,182,M,40,UK,0,,182,7658,3740,266,Economy,Completed,182,25062,Customer,421,182,28128,31,11/10/2025,20:48:00,,Autumn
183,TLV,PAR,173,120,487,58440,183,F,52,USA,0,,183,308,1657,613,Business,Completed,183,2214,Weather,321,183,72450,24,25/07/2024,20:57:00,,Summer
184,TLV,DXB,232,179,365,65335,184,M,49,Israel,1,Platinum,184,6148,2698,926,Business,Completed,184,8750,Security,933,184,69167,11,12/06/2025,11:23:00,,Summer
185,TLV,IST,238,181,301,54481,185,F,27,USA,1,,185,4945,2295,1478,Business,Completed,185,1211,Technical,519,185,70149,9,21/08/2025,11:03:00,,Summer
186,TLV,NYC,285,123,1235,151905,186,F,35,France,0,,186,1964,3171,184,Business,Cancelled,186,16898,Customer,384,186,6888,9,15/03/2025,23:17:00,,Spring
187,TLV,PAR,225,148,563,83324,187,M,75,Israel,1,,187,5056,3007,667,Economy,Completed,187,16513,Security,249,187,97086,33,09/02/2025,20:56:00,,Winter
188,TLV,DXB,295,169,441,74529,188,M,30,UK,1,Platinum,188,3530,1724,648,Business,Completed,188,5554,Weather,200,188,64004,11,18/07/2024,18:56:00,,Summer
189,TLV,PAR,207,165,491,81015,189,M,33,USA,1,,189,2746,2881,914,Economy,Completed,189,13620,Weather,787,189,85738,24,18/04/2024,07:21:00,,Spring
190,TLV,DXB,255,109,422,45998,190,F,38,USA,0,,190,6309,716,637,Economy,Completed,190,10665,Weather,526,190,40613,18,24/10/2025,09:23:00,,Autumn
191,TLV,LON,168,128,552,70656,191,F,26,France,1,,191,1824,3730,1220,Economy,Completed,191,19123,Customer,312,191,75519,2,26/10/2025,21:31:00,,Autumn
192,TLV,DXB,241,165,436,71940,192,F,69,USA,0,,192,4452,394,1193,Business,Cancelled,192,2486,Customer,344,192,16527,33,29/05/2025,23:29:00,,Spring
193,TLV,ROM,173,91,456,41496,193,M,62,Israel,0,,193,747,1546,820,Business,Completed,193,775,Technical,417,193,46204,23,31/08/2024,23:30:00,,Summer
194,TLV,BKK,227,227,968,219736,194,F,62,France,1,Silver,194,5365,2516,1117,Economy,Completed,194,27644,Weather,775,194,30807,26,12/09/2024,18:56:00,,Autumn
195,TLV,LON,235,160,603,96480,195,M,33,France,0,,195,6146,2131,868,Economy,Completed,195,22451,Security,376,195,5043,18,11/07/2025,15:51:00,,Summer
196,TLV,DXB,270,145,408,59160,196,M,38,France,0,,196,6901,2672,574,Business,Completed,196,5021,Technical,939,196,57107,6,24/10/2025,18:24:00,,Autumn
197,TLV,NYC,253,253,1243,314479,197,M,44,Israel,0,,197,2412,2621,242,Business,Cancelled,197,23360,Customer,213,197,9776,40,17/10/2025,11:38:00,,Autumn
198,TLV,IST,201,81,246,19926,198,M,47,Israel,1,,198,1536,606,732,Economy,Cancelled,198,3358,Technical,618,198,76829,21,04/08/2025,01:52:00,,Summer
199,TLV,IST,212,88,205,18040,199,F,37,France,0,,199,522,2333,389,Economy,Completed,199,25557,Weather,133,199,10186,26,04/06/2025,00:01:00,,Summer
200,TLV,NYC,248,248,1269,314712,200,F,54,USA,1,Silver,200,2001,2140,1099,Economy,Completed,200,9514,Technical,880,200,83726,36,12/04/2024,10:41:00,,Spring
201,TLV,ROM,245,184,385,70840,201,M,43,UK,1,Silver,201,1927,2240,431,Business,Completed,201,15189,Customer,288,201,38139,1,12/06/2024,03:39:00,,Summer
202,TLV,LON,214,164,610,100040,202,M,41,USA,0,,202,4009,891,769,Business,Completed,202,18082,Security,936,202,26651,29,25/10/2025,14:14:00,,Autumn
203,TLV,ROM,266,245,370,90650,203,F,38,Israel,0,,203,1489,1424,126,Business,Completed,203,22006,Security,288,203,50329,24,27/04/2025,20:48:00,,Spring
204,TLV,IST,239,171,217,37107,204,M,48,France,1,Gold,204,6577,1819,860,Business,Completed,204,8651,Security,70,204,83457,33,13/01/2024,06:24:00,,Winter
205,TLV,LON,210,128,556,71168,205,F,29,Israel,1,Gold,205,2256,3160,793,Business,Completed,205,29099,Technical,251,205,87338,7,23/04/2024,23:46:00,,Spring
206,TLV,DXB,288,134,451,60434,206,M,56,Israel,0,,206,5148,1623,635,Business,Completed,206,3015,Technical,221,206,15871,13,13/06/2025,19:13:00,,Summer
207,TLV,ROM,267,209,452,94468,207,F,64,France,0,,207,7339,1639,1027,Business,Completed,207,17995,Customer,463,207,42002,19,07/01/2024,17:56:00,,Winter
208,TLV,PAR,291,134,565,75710,208,F,37,UK,1,Silver,208,4100,2519,441,Economy,Cancelled,208,21551,Customer,890,208,12684,27,12/06/2024,12:09:00,,Summer
209,TLV,DXB,281,193,315,60795,209,F,47,France,1,Gold,209,202,1529,555,Business,Completed,209,12450,Security,765,209,92581,5,07/03/2025,23:59:00,,Spring
210,TLV,ROM,255,203,466,94598,210,F,73,UK,1,,210,1972,3244,474,Economy,Cancelled,210,11075,Technical,494,210,46267,2,26/06/2025,04:06:00,,Summer
211,TLV,LON,250,136,608,82688,211,F,20,USA,0,,211,5362,3246,768,Economy,Completed,211,2604,Security,901,211,34901,38,08/06/2025,13:55:00,,Summer
212,TLV,ROM,165,99,366,36234,212,F,68,UK,0,,212,2651,3987,1202,Economy,Completed,212,2972,Technical,570,212,79689,37,10/07/2024,03:22:00,,Summer
213,TLV,BKK,200,91,906,82446,213,F,32,UK,0,,213,7867,3743,1174,Economy,Cancelled,213,24314,Weather,993,213,49012,34,05/07/2025,20:07:00,,Summer
214,TLV,ROM,230,153,408,62424,214,M,33,France,0,,214,2463,3756,825,Business,Cancelled,214,13579,Customer,50,214,25123,2,16/07/2024,02:02:00,,Summer
215,TLV,DXB,191,116,421,48836,215,M,62,France,0,,215,3624,341,1084,Business,Completed,215,19343,Customer,557,215,10568,33,25/08/2024,06:40:00,,Summer
216,TLV,LON,187,165,571,94215,216,M,67,UK,0,,216,139,2424,729,Economy,Completed,216,3336,Customer,700,216,63430,30,21/07/2025,12:46:00,,Summer
217,TLV,NYC,255,254,1198,304292,217,F,38,Israel,0,,217,1447,3484,1210,Business,Cancelled,217,25893,Weather,157,217,76309,9,07/06/2025,04:53:00,,Summer
218,TLV,PAR,268,131,573,75063,218,M,19,France,0,,218,214,2555,289,Business,Completed,218,18164,Customer,563,218,61490,9,13/09/2025,04:39:00,,Autumn
219,TLV,LON,297,170,540,91800,219,F,32,France,0,,219,4901,563,762,Economy,Completed,219,21914,Weather,805,219,96918,28,11/06/2025,14:43:00,,Summer
220,TLV,ROM,184,129,350,45150,220,F,64,USA,0,,220,6463,2863,1261,Business,No-show,220,28928,Customer,714,220,55152,28,01/04/2025,03:17:00,,Spring
221,TLV,DXB,227,116,350,40600,221,F,23,USA,1,,221,4741,3886,805,Business,Completed,221,9484,Weather,901,221,44054,19,18/04/2024,16:21:00,,Spring
222,TLV,BKK,295,151,905,136655,222,F,39,France,0,,222,1038,755,817,Economy,Completed,222,10008,Security,716,222,92961,7,04/10/2024,12:31:00,,Autumn
223,TLV,LON,281,130,577,75010,223,F,29,Israel,0,,223,7981,3458,983,Economy,Completed,223,11737,Security,739,223,68195,23,29/07/2024,02:23:00,,Summer
224,TLV,BKK,230,99,964,95436,224,M,54,France,1,,224,6728,2037,1227,Economy,Completed,224,11738,Weather,538,224,46521,35,19/07/2024,10:08:00,,Summer
225,TLV,NYC,272,206,1217,250702,225,M,31,UK,0,,225,4919,2597,392,Business,Completed,225,14469,Security,985,225,84124,28,19/12/2025,20:24:00,,Winter
226,TLV,ROM,202,196,423,82908,226,F,52,USA,0,,226,5831,2398,1036,Business,Completed,226,26913,Customer,525,226,49503,14,21/10/2024,19:07:00,,Autumn
227,TLV,BKK,180,122,1015,123830,227,M,60,Israel,0,,227,5382,258,1101,Economy,Completed,227,17026,Weather,984,227,45237,9,20/10/2025,03:06:00,,Autumn
228,TLV,IST,163,66,318,20988,228,M,24,France,0,,228,3523,3351,767,Economy,Completed,228,21456,Weather,158,228,77743,5,26/05/2025,22:29:00,,Spring
229,TLV,DXB,259,150,358,53700,229,M,74,France,0,,229,1347,3601,715,Economy,Completed,229,14144,Security,568,229,64862,23,11/08/2025,07:43:00,,Summer
230,TLV,LON,207,87,630,54810,230,F,63,UK,0,,230,4314,2226,1001,Business,Completed,230,28725,Weather,406,230,63714,17,04/01/2025,22:52:00,,Winter
231,TLV,LON,203,107,551,58957,231,F,37,France,1,Platinum,231,4705,3684,1411,Business,No-show,231,21140,Technical,167,231,72058,35,07/04/2025,10:59:00,,Spring
232,TLV,IST,233,134,255,34170,232,F,66,USA,0,,232,5554,2014,1087,Business,Completed,232,24301,Security,846,232,66833,10,28/12/2024,12:43:00,,Winter
233,TLV,IST,296,173,197,34081,233,M,49,UK,0,,233,4319,3319,662,Economy,No-show,233,14755,Technical,534,233,44981,30,27/06/2024,15:54:00,,Summer
234,TLV,DXB,169,169,431,72839,234,F,33,Israel,1,,234,7771,3097,652,Business,Completed,234,19443,Security,751,234,42080,16,10/07/2025,06:42:00,,Summer
235,TLV,NYC,203,203,1233,250299,235,F,38,USA,0,,235,2360,1600,822,Economy,Cancelled,235,23479,Technical,662,235,76268,28,05/08/2024,22:49:00,,Summer
236,TLV,NYC,215,139,1147,159433,236,F,26,France,0,,236,1053,1019,953,Business,Completed,236,13172,Technical,362,236,90603,13,02/02/2024,02:26:00,,Winter
237,TLV,DXB,183,145,377,54665,237,F,48,USA,0,,237,4193,3904,563,Business,Completed,237,28583,Weather,592,237,34669,14,05/06/2025,19:31:00,,Summer
238,TLV,DXB,299,151,339,51189,238,M,53,Israel,1,Gold,238,7033,1788,1109,Economy,Cancelled,238,1404,Weather,567,238,72218,1,19/06/2024,14:23:00,,Summer
239,TLV,NYC,300,175,1219,213325,239,F,48,USA,1,,239,3342,913,1250,Economy,Cancelled,239,17111,Technical,482,239,13434,1,05/12/2025,08:08:00,,Winter
240,TLV,LON,230,193,631,121783,240,M,30,UK,0,,240,7531,2908,1375,Economy,Completed,240,19552,Weather,386,240,88141,9,11/12/2025,15:28:00,,Winter
241,TLV,BKK,166,120,995,119400,241,M,32,UK,0,,241,2519,1731,386,Economy,Completed,241,4778,Customer,466,241,75496,27,09/11/2025,09:10:00,,Autumn
242,TLV,LON,253,184,513,94392,242,F,32,USA,0,,242,7402,3678,831,Business,Completed,242,7477,Technical,252,242,22537,28,05/10/2024,05:37:00,,Autumn
243,TLV,IST,182,90,238,21420,243,F,67,USA,0,,243,3604,1037,1490,Economy,Cancelled,243,25593,Security,128,243,36511,6,21/01/2024,14:31:00,,Winter
244,TLV,DXB,172,123,310,38130,244,F,71,France,1,Silver,244,4643,1868,1188,Economy,Completed,244,21674,Weather,831,244,72659,14,27/11/2025,10:40:00,,Autumn
245,TLV,NYC,163,70,1291,90370,245,M,50,USA,0,,245,721,2354,1136,Business,Completed,245,10144,Customer,459,245,31882,38,26/11/2024,07:52:00,,Autumn
246,TLV,DXB,189,139,397,55183,246,M,44,Israel,1,Silver,246,3902,1152,487,Economy,Completed,246,13885,Weather,347,246,58468,3,17/12/2025,02:30:00,,Winter
247,TLV,BKK,213,213,925,197025,247,F,46,Israel,0,,247,6767,2972,671,Business,Completed,247,26631,Technical,816,247,49341,2,15/12/2025,23:58:00,,Winter
248,TLV,PAR,265,138,507,69966,248,M,57,France,0,,248,4751,3853,1158,Economy,Cancelled,248,5165,Security,571,248,42388,27,18/09/2025,22:01:00,,Autumn
249,TLV,LON,212,114,548,62472,249,F,67,France,0,,249,2066,1495,1073,Business,Completed,249,19618,Customer,773,249,69499,38,11/08/2024,04:22:00,,Summer
250,TLV,BKK,176,176,970,170720,250,M,34,France,0,,250,4503,3098,416,Economy,Completed,250,29604,Security,312,250,55510,14,15/10/2024,02:23:00,,Autumn
251,TLV,IST,171,157,224,35168,251,M,64,France,0,,251,5975,748,1176,Economy,Completed,251,320,Technical,665,251,78961,21,15/09/2025,05:45:00,,Autumn
252,TLV,BKK,237,100,1036,103600,252,M,75,USA,1,,252,7481,1224,945,Economy,Completed,252,19419,Customer,552,252,21527,36,21/08/2024,10:23:00,,Summer
253,TLV,BKK,184,127,978,124206,253,M,65,UK,0,,253,3640,2697,265,Business,Completed,253,4921,Security,710,253,92454,1,16/06/2024,16:56:00,,Summer
254,TLV,DXB,217,172,407,70004,254,F,64,USA,0,,254,6693,592,1294,Economy,Completed,254,9053,Security,928,254,18619,26,17/03/2025,14:40:00,,Spring
255,TLV,DXB,223,116,327,37932,255,M,25,France,0,,255,3137,2192,232,Economy,No-show,255,7336,Customer,535,255,9227,34,03/12/2025,00:01:00,,Winter
256,TLV,LON,185,81,598,48438,256,M,52,USA,1,Silver,256,1495,2492,525,Economy,Completed,256,8909,Weather,134,256,23658,31,28/06/2025,14:56:00,,Summer
257,TLV,IST,235,165,221,36465,257,F,57,UK,0,,257,2052,1681,569,Economy,Completed,257,29373,Customer,407,257,54152,16,02/04/2025,22:07:00,,Spring
258,TLV,PAR,160,74,530,39220,258,M,74,USA,0,,258,3474,1748,892,Business,Completed,258,21702,Security,413,258,66216,2,20/04/2024,04:13:00,,Spring
259,TLV,NYC,262,262,1240,324880,259,F,65,USA,0,,259,5640,3650,818,Economy,Completed,259,405,Customer,693,259,32323,7,05/05/2025,07:32:00,,Spring
260,TLV,DXB,213,97,440,42680,260,M,47,Israel,0,,260,4325,2578,296,Economy,No-show,260,29069,Security,355,260,94936,2,27/12/2025,17:40:00,,Winter
261,TLV,PAR,205,114,551,62814,261,F,19,Israel,0,,261,4800,3850,226,Economy,Completed,261,1274,Security,136,261,99143,26,03/06/2024,19:43:00,,Summer
262,TLV,BKK,252,252,903,227556,262,F,54,Israel,0,,262,2031,2029,179,Economy,Completed,262,22844,Security,57,262,24432,7,25/01/2025,16:54:00,,Winter
263,TLV,NYC,257,203,1165,236495,263,M,59,Israel,0,,263,585,1699,718,Economy,Completed,263,15241,Security,221,263,35349,40,11/10/2025,00:08:00,,Autumn
264,TLV,ROM,188,188,371,69748,264,M,57,Israel,0,,264,755,1608,715,Economy,Completed,264,20274,Weather,108,264,16445,35,18/07/2025,20:56:00,,Summer
265,TLV,PAR,178,79,457,36103,265,F,75,UK,0,,265,3073,1025,1370,Economy,Completed,265,18338,Customer,133,265,6360,33,28/06/2025,18:42:00,,Summer
266,TLV,LON,266,220,516,113520,266,M,71,Israel,0,,266,1537,3350,1310,Economy,Cancelled,266,14635,Customer,965,266,84907,25,01/07/2025,13:35:00,,Summer
267,TLV,LON,183,74,609,45066,267,F,34,USA,0,,267,5514,3415,487,Economy,Completed,267,25277,Customer,424,267,58499,27,26/09/2024,03:27:00,,Autumn
268,TLV,ROM,238,238,404,96152,268,M,60,USA,0,,268,7646,2812,169,Economy,Completed,268,25367,Customer,1000,268,89579,40,10/08/2024,19:14:00,,Summer
269,TLV,IST,258,117,200,23400,269,M,75,USA,0,,269,4269,2984,1309,Business,Completed,269,5738,Weather,899,269,27798,19,18/08/2025,06:43:00,,Summer
270,TLV,NYC,208,167,1245,207915,270,F,54,USA,1,Silver,270,5168,260,1354,Economy,Completed,270,25686,Weather,116,270,41286,15,18/08/2025,02:31:00,,Summer
271,TLV,ROM,218,113,430,48590,271,F,40,Israel,0,,271,148,2043,975,Economy,Completed,271,29208,Security,638,271,43553,21,04/10/2025,00:53:00,,Autumn
272,TLV,PAR,180,85,459,39015,272,M,23,France,0,,272,4475,314,170,Economy,Cancelled,272,24402,Customer,717,272,51949,1,07/11/2025,19:03:00,,Autumn
273,TLV,LON,224,109,601,65509,273,M,63,UK,0,,273,4278,1885,1361,Business,Completed,273,5467,Customer,617,273,51233,10,15/01/2025,10:27:00,,Winter
274,TLV,ROM,272,207,327,67689,274,F,44,USA,0,,274,5932,2922,665,Business,Completed,274,28154,Customer,93,274,49063,35,02/01/2025,09:46:00,,Winter
275,TLV,IST,176,176,227,39952,275,F,42,France,0,,275,4333,1397,1194,Business,Completed,275,399,Weather,677,275,60378,39,13/08/2025,01:43:00,,Summer
276,TLV,BKK,291,181,936,169416,276,F,75,Israel,1,Silver,276,3627,3853,1240,Business,Cancelled,276,22171,Technical,492,276,80047,10,07/06/2025,04:13:00,,Summer
277,TLV,BKK,177,177,948,167796,277,M,33,USA,0,,277,7785,239,766,Economy,Completed,277,1117,Security,52,277,75593,11,01/07/2025,20:50:00,,Summer
278,TLV,PAR,214,139,533,74087,278,M,57,USA,0,,278,6589,77,1497,Business,Cancelled,278,53,Customer,683,278,51669,5,12/08/2025,18:55:00,,Summer
279,TLV,ROM,204,86,447,38442,279,F,61,France,0,,279,1688,1012,599,Economy,Completed,279,17579,Weather,463,279,1363,19,19/10/2025,08:29:00,,Autumn
280,TLV,BKK,248,128,954,122112,280,F,51,UK,0,,280,2251,938,1382,Business,No-show,280,4259,Security,561,280,74488,34,30/08/2024,01:38:00,,Summer
281,TLV,LON,246,110,539,59290,281,F,38,UK,1,,281,2014,660,702,Business,Completed,281,18146,Customer,103,281,85700,28,09/10/2024,02:32:00,,Autumn
282,TLV,LON,266,121,568,68728,282,F,37,UK,1,Gold,282,2373,3213,678,Business,Completed,282,13084,Technical,940,282,25750,29,18/04/2024,15:13:00,,Spring
283,TLV,NYC,213,213,1143,243459,283,F,36,UK,0,,283,912,2370,158,Business,Completed,283,15097,Technical,854,283,72007,39,08/04/2025,14:37:00,,Spring
284,TLV,NYC,299,238,1266,301308,284,F,68,UK,0,,284,5534,2471,471,Business,Completed,284,14357,Customer,163,284,26000,38,18/02/2024,05:37:00,,Winter
285,TLV,BKK,257,149,1028,153172,285,F,29,USA,0,,285,6810,2011,441,Business,Completed,285,7721,Weather,123,285,85207,13,16/12/2024,13:41:00,,Winter
286,TLV,DXB,280,171,410,70110,286,F,24,Israel,0,,286,6,3371,104,Economy,Completed,286,413,Weather,241,286,86705,34,26/02/2025,19:46:00,,Winter
287,TLV,NYC,286,286,1286,367796,287,M,67,France,0,,287,5762,438,1283,Economy,Completed,287,22390,Customer,231,287,5258,11,07/08/2024,15:56:00,,Summer
288,TLV,NYC,182,127,1240,157480,288,M,25,USA,1,,288,2203,2301,1359,Business,Completed,288,13051,Technical,818,288,84335,6,16/04/2025,02:40:00,,Spring
289,TLV,DXB,244,169,334,56446,289,M,60,UK,0,,289,1234,1961,1040,Economy,No-show,289,27634,Weather,751,289,64942,21,11/02/2024,13:20:00,,Winter
290,TLV,BKK,273,273,922,251706,290,M,45,France,1,,290,807,3577,437,Economy,Completed,290,15563,Technical,98,290,15256,15,20/02/2024,06:37:00,,Winter
291,TLV,BKK,174,130,994,129220,291,F,56,France,1,,291,2277,2536,1200,Business,Cancelled,291,23924,Security,586,291,19074,5,24/08/2025,21:40:00,,Summer
292,TLV,IST,257,176,267,46992,292,F,67,France,0,,292,1055,1351,1447,Business,Completed,292,22185,Weather,178,292,44011,34,27/09/2024,13:35:00,,Autumn
293,TLV,ROM,253,165,423,69795,293,F,51,USA,1,Silver,293,3577,3691,1350,Economy,Completed,293,24481,Weather,667,293,67142,39,20/05/2024,23:35:00,,Spring
294,TLV,ROM,268,183,424,77592,294,F,51,USA,1,Silver,294,4397,1368,708,Economy,Completed,294,29592,Security,136,294,40202,34,30/01/2025,19:18:00,,Winter
295,TLV,NYC,224,224,1226,274624,295,F,27,UK,1,,295,461,3256,179,Business,Completed,295,2572,Security,851,295,47214,13,31/07/2025,20:18:00,,Summer
296,TLV,BKK,189,147,952,139944,296,M,46,USA,0,,296,1841,16,964,Economy,No-show,296,13539,Weather,598,296,88231,14,07/07/2024,06:40:00,,Summer
297,TLV,LON,285,158,560,88480,297,M,50,Israel,1,Gold,297,2723,1306,418,Economy,Completed,297,17456,Weather,608,297,61321,10,15/05/2025,10:39:00,,Spring
298,TLV,PAR,211,211,589,124279,298,F,31,France,1,,298,4402,1977,918,Business,Cancelled,298,14052,Security,605,298,36270,21,12/04/2024,17:36:00,,Spring
299,TLV,BKK,220,166,1030,170980,299,M,26,USA,0,,299,1171,3978,771,Business,No-show,299,12085,Technical,567,299,83122,38,10/03/2024,11:27:00,,Spring
300,TLV,BKK,178,118,947,111746,300,F,68,France,1,,300,5670,3038,899,Economy,Completed,300,15470,Security,236,300,40077,32,11/02/2025,07:39:00,,Winter
301,TLV,DXB,171,171,378,64638,301,F,38,UK,1,Gold,301,3724,321,1293,Economy,No-show,301,2282,Customer,531,301,87723,32,24/02/2025,15:54:00,,Winter
302,TLV,NYC,282,273,1203,328419,302,F,74,USA,0,,302,4838,650,243,Business,Completed,302,407,Customer,737,302,16518,4,02/06/2025,07:49:00,,Summer
303,TLV,BKK,209,83,925,76775,303,F,75,France,1,Gold,303,5147,1660,1301,Business,No-show,303,25179,Security,710,303,98630,0,11/07/2025,23:18:00,,Summer
